id,title,outcome,featureArea,wave,targetRelease,dependsOn,acceptance,sourceRefs,decisionRefs,riskEvidenceNeeds,status,evidenceRefs,platformId
RC-W10-T06,Expose rejection and revision history,Researchers can expose rejection and revision history.,proposal governance,10,later 0.x,"[""RC-W10-T01""]","Rejected, withdrawn and superseded hypotheses remain inspectable with reasons and predecessor links; failures cannot disappear from the proposal denominator.","[""RC-008""]","[""OWNER-LAUNCH-2026-09-07""]","Prompt injection, scope drift and hidden dependency adoption require hostile-input tests and content-bound acceptance.",PLANNED,[],tsk_7d323f1fbdcb31f507b5ea6491837080
RC-W10-T07,Separate producer credentials and authority,Researchers can separate producer credentials and authority.,proposal governance,10,later 0.x,"[""RC-W10-T01""]","Proposal workers receive only approved sources and development feedback, with no publication credentials or coordinator mutation capability.","[""RC-008""]","[""OWNER-LAUNCH-2026-09-07""]","Prompt injection, scope drift and hidden dependency adoption require hostile-input tests and content-bound acceptance.",PLANNED,[],tsk_073bf5fac806e0089b9cfe6dc75bc162
RC-W10-T08,Execute one accepted bounded training change,Researchers can execute one accepted bounded training change.,proposal governance,10,later 0.x,"[""RC-W09-T08"", ""RC-W10-T01"", ""RC-W10-T02"", ""RC-W10-T03"", ""RC-W10-T04"", ""RC-W10-T05"", ""RC-W10-T06"", ""RC-W10-T07""]","A real patch runs through isolation, accounting and evaluation while a rejected patch does not; both decisions remain in evidence history.","[""RC-008""]","[""OWNER-LAUNCH-2026-09-07""]","Prompt injection, scope drift and hidden dependency adoption require hostile-input tests and content-bound acceptance.",PLANNED,[],tsk_6c7c49ed4a85fa0491913b9330e4e4a5
RC-W11-T01,Freeze a comparable agent-versus-random study,Researchers can freeze a comparable agent-versus-random study.,comparative search,11,later 0.x,"[""RC-W10-T08""]","Both search arms share lawful inputs, search space, stopping rules and an explicit total-cost model before observing outcomes.","[""RC-009""]","[""OWNER-LAUNCH-2026-09-07""]","Requires explicit model/compute approval, complete overhead metering and fresh confirmation; the numerical 0.1 result is not this comparison.",PLANNED,[],tsk_6ef12fce910f5947507c8bf4bab3e4e5
RC-W11-T02,Meter proposal inference overhead,Researchers can meter proposal inference overhead.,comparative search,11,later 0.x,"[""RC-W11-T01""]","Agent calls, retries and failed proposals count against their approved inference and monetary ceilings and appear in arm totals.","[""RC-009""]","[""OWNER-LAUNCH-2026-09-07""]","Requires explicit model/compute approval, complete overhead metering and fresh confirmation; the numerical 0.1 result is not this comparison.",PLANNED,[],tsk_36a19dea6c5076bf395504031e362f57
RC-W11-T03,Implement the fixed random patch baseline,Researchers can implement the fixed random patch baseline.,comparative search,11,later 0.x,"[""RC-W11-T01""]",Random proposals use the same accepted edit surface and validity rules; their randomness and seeds are reproducible.,"[""RC-009""]","[""OWNER-LAUNCH-2026-09-07""]","Requires explicit model/compute approval, complete overhead metering and fresh confirmation; the numerical 0.1 result is not this comparison.",PLANNED,[],tsk_ca3700ed845553b77beee675f4ae54e4
RC-W11-T04,Run bounded agent-guided campaigns,Researchers can run bounded agent-guided campaigns.,comparative search,11,later 0.x,"[""RC-W11-T01""]",Accepted agent proposals execute under frozen limits; the campaign stops on cost or evaluator exhaustion without widening authority.,"[""RC-009""]","[""OWNER-LAUNCH-2026-09-07""]","Requires explicit model/compute approval, complete overhead metering and fresh confirmation; the numerical 0.1 result is not this comparison.",PLANNED,[],tsk_9f7ae6aabf7afd7a17d1a17014791aa2
RC-W11-T05,Preserve all search outcomes in comparison,Researchers can preserve all search outcomes in comparison.,comparative search,11,later 0.x,"[""RC-W11-T01""]","Crashes, rejected patches, no-effect and negative trials remain in reliability/cost denominators appropriate to the protocol.","[""RC-009""]","[""OWNER-LAUNCH-2026-09-07""]","Requires explicit model/compute approval, complete overhead metering and fresh confirmation; the numerical 0.1 result is not this comparison.",PLANNED,[],tsk_d3e099a316e1e20d65e0a260b3f8d36f
RC-W11-T06,Select finalists only from allowed evidence,Researchers can select finalists only from allowed evidence.,comparative search,11,later 0.x,"[""RC-W11-T01""]",The registered development selection rule chooses finalists without consulting confirmation; post-confirmation changes create new candidates.,"[""RC-009""]","[""OWNER-LAUNCH-2026-09-07""]","Requires explicit model/compute approval, complete overhead metering and fresh confirmation; the numerical 0.1 result is not this comparison.",PLANNED,[],tsk_c1d25c95555b39a76e990c8662065b0d
RC-W11-T07,Confirm and rerun every claimed improvement,Researchers can confirm and rerun every claimed improvement.,comparative search,11,later 0.x,"[""RC-W11-T01""]",Each claimed finalist advantage has fresh bounded confirmation and independent reproduction; missing support prevents the claim.,"[""RC-009""]","[""OWNER-LAUNCH-2026-09-07""]","Requires explicit model/compute approval, complete overhead metering and fresh confirmation; the numerical 0.1 result is not this comparison.",PLANNED,[],tsk_0d94ef9d7aff6027eb0972d284658b74
RC-W11-T08,Publish the complete comparative finding,Researchers can publish the complete comparative finding.,comparative search,11,later 0.x,"[""RC-W10-T08"", ""RC-W11-T01"", ""RC-W11-T02"", ""RC-W11-T03"", ""RC-W11-T04"", ""RC-W11-T05"", ""RC-W11-T06"", ""RC-W11-T07""]","Equal-cost totals, uncertainty limits and all outcomes support a precise positive, null or adverse conclusion without general-superiority language.","[""RC-009""]","[""OWNER-LAUNCH-2026-09-07""]","Requires explicit model/compute approval, complete overhead metering and fresh confirmation; the numerical 0.1 result is not this comparison.",PLANNED,[],tsk_74cf11efd1f00c2a103a4b9b60380d72
RC-W12-T01,Register alternate explanations before ablation,Researchers can register alternate explanations before ablation.,replication and ablation,12,later 0.x,"[""RC-W11-T08""]","Proposed mechanisms, confounders and change-removal interventions are declared before ablation results and linked to the original claim.","[""RC-010""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]",Ablations can change more than one cause; reviewer judgment and registered interventions are required before causal language.,IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_ea16407589027c98033f76e193bd6f92
RC-W12-T02,Build independent reproduction workspaces,Researchers can build independent reproduction workspaces.,replication and ablation,12,later 0.x,"[""RC-W12-T01""]","A separate worker reconstructs candidate, inputs and environment without producer caches, conversation or silent repairs.","[""RC-010""]","[""OWNER-LAUNCH-2026-09-07""]",Ablations can change more than one cause; reviewer judgment and registered interventions are required before causal language.,PLANNED,[],tsk_b099531ff195b05e274f9196b8344b59
RC-W12-T03,Remove each material candidate change,Researchers can remove each material candidate change.,replication and ablation,12,later 0.x,"[""RC-W12-T01""]",Each planned ablation neutralizes one material change while preserving the declared controls; its exact diff is retained.,"[""RC-010""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]",Ablations can change more than one cause; reviewer judgment and registered interventions are required before causal language.,IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_c420a8bc8d91a7747419b3c1a5a81400
RC-W12-T04,Compare ablations under matched costs,Researchers can compare ablations under matched costs.,replication and ablation,12,later 0.x,"[""RC-W12-T01""]","Full candidate, unchanged baseline and ablations use the predeclared budget and sampling plan; failures remain charged.","[""RC-010""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]",Ablations can change more than one cause; reviewer judgment and registered interventions are required before causal language.,IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_a95ae0a00ae7dce93190da061bd8319a
RC-W12-T05,Distinguish reproduction failure categories,Researchers can distinguish reproduction failure categories.,replication and ablation,12,later 0.x,"[""RC-W12-T01""]","Number mismatch, direction mismatch, quality regression and incompatible environment receive distinct recorded outcomes.","[""RC-010""]","[""OWNER-LAUNCH-2026-09-07""]",Ablations can change more than one cause; reviewer judgment and registered interventions are required before causal language.,PLANNED,[],tsk_6e655c64f578f650ffd55b188e370920
RC-W12-T06,Test a claim under new conditions,Researchers can test a claim under new conditions.,replication and ablation,12,later 0.x,"[""RC-W12-T01""]",A registered replication changes meaningful data or conditions and records applicability limits separately from same-artifact reproduction.,"[""RC-010""]","[""OWNER-LAUNCH-2026-09-07""]",Ablations can change more than one cause; reviewer judgment and registered interventions are required before causal language.,PLANNED,[],tsk_fc72fb94d3e9944a7eff2f7d25e7d764
RC-W12-T07,Revise attribution from complete evidence,Researchers can revise attribution from complete evidence.,replication and ablation,12,later 0.x,"[""RC-W11-T08"", ""RC-W12-T01"", ""RC-W12-T02"", ""RC-W12-T03"", ""RC-W12-T04"", ""RC-W12-T05"", ""RC-W12-T06""]",Claims identify which mechanisms survived ablation and which remain unsupported; adverse reruns and alternatives remain linked.,"[""RC-010""]","[""OWNER-LAUNCH-2026-09-07""]",Ablations can change more than one cause; reviewer judgment and registered interventions are required before causal language.,PLANNED,[],tsk_d2453b4170a86d42dc2cab3d17d3a4b2
RC-W13-T01,Define the actual comparison family,Researchers can define the actual comparison family.,statistical validity,13,later 0.x,"[""RC-W11-T08"", ""RC-W08-T09""]","Hypotheses, endpoints, adaptive selection and dependence structure are recorded; hidden extra comparisons invalidate the declared analysis.","[""RC-011""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]",Needs qualified methodological review; no universal p-value or reusable-holdout guarantee is promised.,IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_2b84b154d474124aea697af01bcac182
RC-W13-T02,Choose an appropriate uncertainty method,Researchers can choose an appropriate uncertainty method.,statistical validity,13,later 0.x,"[""RC-W13-T01""]",The estimator or descriptive-only rationale matches sampling and dependence assumptions and is reviewed before confirmation.,"[""RC-011""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]",Needs qualified methodological review; no universal p-value or reusable-holdout guarantee is promised.,IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_16a84cc1557a502f06a063c82475acb3
RC-W13-T03,Account for sequential stopping,Researchers can account for sequential stopping.,statistical validity,13,later 0.x,"[""RC-W13-T01""]",Optional stopping and early selection rules are explicit; a simulated counterexample detects an invalid nominal error guarantee.,"[""RC-011""]","[""OWNER-LAUNCH-2026-09-07""]",Needs qualified methodological review; no universal p-value or reusable-holdout guarantee is promised.,PLANNED,[],tsk_a89c676734dc8b047d9fc9fbbcc67a2f
RC-W13-T04,Register the final confirmation decision,Researchers can register the final confirmation decision.,statistical validity,13,later 0.x,"[""RC-W13-T01""]","Threshold, quality constraints, permitted queries and stopping outcome are immutable before the finalist sees confirmation feedback.","[""RC-011""]","[""OWNER-LAUNCH-2026-09-07""]",Needs qualified methodological review; no universal p-value or reusable-holdout guarantee is promised.,PLANNED,[],tsk_4184ddc279085d7a791ad439a1a37ce0
RC-W13-T05,Retain multiple-comparison history,Researchers can retain multiple-comparison history.,statistical validity,13,later 0.x,"[""RC-W13-T01""]","All tests and selection decisions remain linkable, including abandoned hypotheses; omitting an unfavorable comparison fails validation.","[""RC-011""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]",Needs qualified methodological review; no universal p-value or reusable-holdout guarantee is promised.,IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_6354d15c9e33d2747a0fb6027724ff4d
RC-W13-T06,Reject unsupported generic corrections,Researchers can reject unsupported generic corrections.,statistical validity,13,later 0.x,"[""RC-W13-T01""]",The system cannot label an arbitrary adaptive study valid merely because it applied a named FDR or significance procedure.,"[""RC-011""]","[""OWNER-LAUNCH-2026-09-07""]",Needs qualified methodological review; no universal p-value or reusable-holdout guarantee is promised.,PLANNED,[],tsk_535dee9bdd4acb61cebd3a739e4ff2cb
RC-W13-T07,Challenge claimed error properties,Researchers can challenge claimed error properties.,statistical validity,13,later 0.x,"[""RC-W13-T01""]","Where statistical guarantees are claimed, independent simulation or derivation tests relevant dependence and selection failure cases.","[""RC-011""]","[""OWNER-LAUNCH-2026-09-07""]",Needs qualified methodological review; no universal p-value or reusable-holdout guarantee is promised.,PLANNED,[],tsk_2e9e7c6adce5e6936da6b068fe760841
RC-W13-T08,Report uncertainty without false certainty,Researchers can report uncertainty without false certainty.,statistical validity,13,later 0.x,"[""RC-W11-T08"", ""RC-W08-T09"", ""RC-W13-T01"", ""RC-W13-T02"", ""RC-W13-T03"", ""RC-W13-T04"", ""RC-W13-T05"", ""RC-W13-T06"", ""RC-W13-T07""]","The final report states method, assumptions, estimation limits and inconclusive findings; deterministic reruns are not independent samples.","[""RC-011""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]",Needs qualified methodological review; no universal p-value or reusable-holdout guarantee is promised.,IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_6f45352eca6c0032f7fb237c1490846d
RC-W14-T01,Resolve every conclusion to its evidence set,Researchers can resolve every conclusion to its evidence set.,scientific reporting,14,later 0.x,"[""RC-W11-T08"", ""RC-W12-T07"", ""RC-W13-T08""]","A report reader can follow each conclusion to exact sources, study, trials and evaluations; unsupported references fail generation.","[""RC-012""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]",Citation presence and fluent prose do not establish validity; completeness and reviewer disposition need direct evidence.,IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_0ec25e5d0bcbded81cbb23faf671b1d5
RC-W14-T02,Show negative and failed outcome denominators,Researchers can show negative and failed outcome denominators.,scientific reporting,14,later 0.x,"[""RC-W14-T01""]","Tables include all applicable invalid, failed, null and adverse results with reasons and correct cost/reliability denominators.","[""RC-012""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]",Citation presence and fluent prose do not establish validity; completeness and reviewer disposition need direct evidence.,IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_7d25ce9204c3d8b48d2ff0bce7b34c48
RC-W14-T03,Separate evidence from generated interpretation,Researchers can separate evidence from generated interpretation.,scientific reporting,14,later 0.x,"[""RC-W14-T01""]",Machine-authored narrative is labelled interpretation and cannot create evidence records or promote unsupported claims.,"[""RC-012""]","[""OWNER-LAUNCH-2026-09-07""]",Citation presence and fluent prose do not establish validity; completeness and reviewer disposition need direct evidence.,PLANNED,[],tsk_3638bcae6f229d4e4241d861c27455ad
RC-W14-T04,Display confirmation and reproduction separately,Researchers can display confirmation and reproduction separately.,scientific reporting,14,later 0.x,"[""RC-W14-T01""]","Evaluated, confirmed, reproduced, replicated and reviewer-supported states remain distinct in reports and exports.","[""RC-012""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]",Citation presence and fluent prose do not establish validity; completeness and reviewer disposition need direct evidence.,IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_bf211c6345aefe84e0e2f301186c653d
RC-W14-T05,Expose protocol deviations and alternatives,Researchers can expose protocol deviations and alternatives.,scientific reporting,14,later 0.x,"[""RC-W14-T01""]",Post-registration changes and unresolved alternate explanations appear beside claims rather than in hidden logs.,"[""RC-012""]","[""OWNER-LAUNCH-2026-09-07""]",Citation presence and fluent prose do not establish validity; completeness and reviewer disposition need direct evidence.,PLANNED,[],tsk_e8b957d5222958ed890b298f97adcda5
RC-W14-T06,Audit complete resource totals in reports,Researchers can audit complete resource totals in reports.,scientific reporting,14,later 0.x,"[""RC-W14-T01""]","Proposal, execution, failed-run and evaluator totals reconcile to source ledgers and state units without conflating time and money.","[""RC-012""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]",Citation presence and fluent prose do not establish validity; completeness and reviewer disposition need direct evidence.,IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_41057e4c6e17829445fd99f55ea6d716
RC-W14-T07,Review a bounded scientific report,Researchers can review a bounded scientific report.,scientific reporting,14,later 0.x,"[""RC-W11-T08"", ""RC-W12-T07"", ""RC-W13-T08"", ""RC-W14-T01"", ""RC-W14-T02"", ""RC-W14-T03"", ""RC-W14-T04"", ""RC-W14-T05"", ""RC-W14-T06""]",An independent reviewer can reproduce reported calculations and reject an injected unsupported conclusion; human disposition is retained.,"[""RC-012""]","[""OWNER-LAUNCH-2026-09-07""]",Citation presence and fluent prose do not establish validity; completeness and reviewer disposition need direct evidence.,PLANNED,[],tsk_5d6ff6ec8d62121b9607cc1768b8da9b
RC-W15-T01,Freeze inference workload and quality identity,Researchers can freeze inference workload and quality identity.,inference adapter,15,long-term,"[""RC-W14-T07""]","Model, task, input distribution, quality metric and permitted optimization surface are pinned before latency measurements.","[""RC-013""]","[""OWNER-LAUNCH-2026-09-07""]","Hardware variability, quality leakage and model/data licensing require separate evidence and resource approval.",PLANNED,[],tsk_088d3a34e6cf47eea2faa0923aa85ea5
RC-W15-T02,Establish lawful model and benchmark inputs,Researchers can establish lawful model and benchmark inputs.,inference adapter,15,long-term,"[""RC-W15-T01""]","Rights, safe-loading settings and redistribution limits are reviewed for exact model and dataset versions.","[""RC-013""]","[""OWNER-LAUNCH-2026-09-07""]","Hardware variability, quality leakage and model/data licensing require separate evidence and resource approval.",PLANNED,[],tsk_16db4b8bc0493a355c74a24e27cf51d4
RC-W15-T03,Specify timing and memory measurement,Researchers can specify timing and memory measurement.,inference adapter,15,long-term,"[""RC-W15-T01""]","Warmup, repetitions, synchronization, device/software identity, peak memory and tail-latency calculation are fixed and testable.","[""RC-013""]","[""OWNER-LAUNCH-2026-09-07""]","Hardware variability, quality leakage and model/data licensing require separate evidence and resource approval.",PLANNED,[],tsk_4f76262a2b0e3547741dcff9945c3d6d
RC-W15-T04,Execute the protected inference baseline,Researchers can execute the protected inference baseline.,inference adapter,15,long-term,"[""RC-W15-T01""]",A real bounded baseline produces raw timing and quality evidence through the protected evaluator without producer score edits.,"[""RC-013""]","[""OWNER-LAUNCH-2026-09-07""]","Hardware variability, quality leakage and model/data licensing require separate evidence and resource approval.",PLANNED,[],tsk_45180cf5aceacdeb52a14a14e8a402c3
RC-W15-T05,Reject quality-eroding speed improvements,Researchers can reject quality-eroding speed improvements.,inference adapter,15,long-term,"[""RC-W15-T01""]",A deliberately faster but quality-regressing candidate fails eligibility even when its latency metric improves.,"[""RC-013""]","[""OWNER-LAUNCH-2026-09-07""]","Hardware variability, quality leakage and model/data licensing require separate evidence and resource approval.",PLANNED,[],tsk_e65943ebbd67cb8b24d5fe329bfb8203
RC-W15-T06,Measure throughput and tail tradeoffs,Researchers can measure throughput and tail tradeoffs.,inference adapter,15,long-term,"[""RC-W15-T01""]","Reports retain distributions and memory/quality tradeoffs, preventing one aggregate speed number from hiding unacceptable tails.","[""RC-013""]","[""OWNER-LAUNCH-2026-09-07""]","Hardware variability, quality leakage and model/data licensing require separate evidence and resource approval.",PLANNED,[],tsk_a9a799e7f34a0d849b51b2064d3fd5d8
RC-W15-T07,Reproduce inference results on the declared environment,Researchers can reproduce inference results on the declared environment.,inference adapter,15,long-term,"[""RC-W15-T01""]",A clean worker repeats the exact workload within justified variability limits and records incompatible hardware without direct comparison.,"[""RC-013""]","[""OWNER-LAUNCH-2026-09-07""]","Hardware variability, quality leakage and model/data licensing require separate evidence and resource approval.",PLANNED,[],tsk_2466518ac5c5d6b69e10e4be5fb599fc
RC-W15-T08,Admit optional model-lab interoperability,Researchers can admit optional model-lab interoperability.,inference adapter,15,long-term,"[""RC-W14-T07"", ""RC-W15-T01"", ""RC-W15-T02"", ""RC-W15-T03"", ""RC-W15-T04"", ""RC-W15-T05"", ""RC-W15-T06"", ""RC-W15-T07""]",Only a reviewed public versioned contract may exchange permitted artifacts; absent sibling releases do not block standalone operation.,"[""RC-013""]","[""OWNER-LAUNCH-2026-09-07""]","Hardware variability, quality leakage and model/data licensing require separate evidence and resource approval.",PLANNED,[],tsk_317f89428d960f8d399ebed494b3624b
RC-W16-T01,Record lawful corpus and judgment provenance,Researchers can record lawful corpus and judgment provenance.,retrieval and data research,16,long-term,"[""RC-W14-T07""]","Every corpus, query and relevance-judgment source has permitted use and distribution records; missing rights block ingestion.","[""RC-014""]","[""OWNER-LAUNCH-2026-09-07""]","Lawful inputs, contamination, privacy and judgment quality require domain-specific controls, not only generic schema validity.",PLANNED,[],tsk_92f5bfec1121bba378a303adccc5489f
RC-W16-T02,Freeze query-level evidence partitions,Researchers can freeze query-level evidence partitions.,retrieval and data research,16,long-term,"[""RC-W16-T01""]","Training, development and confirmation queries are disjoint under a documented contamination check before adaptive selection.","[""RC-014""]","[""OWNER-LAUNCH-2026-09-07""]","Lawful inputs, contamination, privacy and judgment quality require domain-specific controls, not only generic schema validity.",PLANNED,[],tsk_1656bdaee1e8540bcc9fdf4754b05126
RC-W16-T03,Retain index and transformation lineage,Researchers can retain index and transformation lineage.,retrieval and data research,16,long-term,"[""RC-W16-T01""]","Index version, filtering, weighting, deduplication and embedding transformations resolve back to source records and exact code.","[""RC-014""]","[""OWNER-LAUNCH-2026-09-07""]","Lawful inputs, contamination, privacy and judgment quality require domain-specific controls, not only generic schema validity.",PLANNED,[],tsk_c5c3f62cf85a1c9b943d60c2d6aee2a8
RC-W16-T04,Execute a transparent retrieval baseline,Researchers can execute a transparent retrieval baseline.,retrieval and data research,16,long-term,"[""RC-W16-T01""]",A real retriever runs fixed lawful queries under measured budgets and retains per-query outputs for independent evaluation.,"[""RC-014""]","[""OWNER-LAUNCH-2026-09-07""]","Lawful inputs, contamination, privacy and judgment quality require domain-specific controls, not only generic schema validity.",PLANNED,[],tsk_d5e101ead57a210119b734f87769aae6
RC-W16-T05,Challenge prompt and benchmark leakage,Researchers can challenge prompt and benchmark leakage.,retrieval and data research,16,long-term,"[""RC-W16-T01""]","Injected answer text, duplicate queries and confirmation-derived prompts are detected or explicitly invalidate affected evidence.","[""RC-014""]","[""OWNER-LAUNCH-2026-09-07""]","Lawful inputs, contamination, privacy and judgment quality require domain-specific controls, not only generic schema validity.",PLANNED,[],tsk_6ec4cac341836167297b435035ec76a0
RC-W16-T06,Preserve relevance uncertainty,Researchers can preserve relevance uncertainty.,retrieval and data research,16,long-term,"[""RC-W16-T01""]",Incomplete or disputed judgments are reported with their effect on metrics rather than silently treated as absolute ground truth.,"[""RC-014""]","[""OWNER-LAUNCH-2026-09-07""]","Lawful inputs, contamination, privacy and judgment quality require domain-specific controls, not only generic schema validity.",PLANNED,[],tsk_c3969770629fd7ec71ae407732b1153f
RC-W16-T07,Evaluate data-selection coverage and quality,Researchers can evaluate data-selection coverage and quality.,retrieval and data research,16,long-term,"[""RC-W16-T01""]","Filtering or curriculum proposals expose exclusions, contamination checks and coverage limits while protecting private records.","[""RC-014""]","[""OWNER-LAUNCH-2026-09-07""]","Lawful inputs, contamination, privacy and judgment quality require domain-specific controls, not only generic schema validity.",PLANNED,[],tsk_07d321717eaca185c7471b6904ef4464
RC-W16-T08,Reproduce the retrieval or data-selection study,Researchers can reproduce the retrieval or data-selection study.,retrieval and data research,16,long-term,"[""RC-W14-T07"", ""RC-W16-T01"", ""RC-W16-T02"", ""RC-W16-T03"", ""RC-W16-T04"", ""RC-W16-T05"", ""RC-W16-T06"", ""RC-W16-T07""]",A clean worker recreates permitted inputs/index and the full metric table; missing restricted inputs remain an explicit limitation.,"[""RC-014""]","[""OWNER-LAUNCH-2026-09-07""]","Lawful inputs, contamination, privacy and judgment quality require domain-specific controls, not only generic schema validity.",PLANNED,[],tsk_1102c38904b5729049425a7d4c248bb2
RC-W17-T01,Select a distinct numerical benchmark question,Researchers can select a distinct numerical benchmark question.,numerical generality,17,long-term,"[""RC-W14-T07""]",A reviewed non-LLM objective/constraint family differs materially from the Rosenbrock fixture and has a documented applicability boundary.,"[""RC-015""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]",The 0.1 fixture is partial lineage only; genuine cross-domain portability and numerical applicability require this wider evidence.,IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_1b7c89b31e84f2f606305a817e39d098
RC-W17-T02,Establish benchmark rights and reference provenance,Researchers can establish benchmark rights and reference provenance.,numerical generality,17,long-term,"[""RC-W17-T01""]","Exact equations, reference solutions, fixtures and reused solver terms are recorded before adoption or redistribution.","[""RC-015""]","[""OWNER-LAUNCH-2026-09-07"", ""WORKBENCH-005""]",The 0.1 fixture is partial lineage only; genuine cross-domain portability and numerical applicability require this wider evidence.,IN PROGRESS,"[""docs/GOAL-0.5.md"", ""docs/decisions/003-numerical-workbench.md"", ""docs/workbench.md"", ""tests/test_workbench.py"", ""evidence/workbench/automated-final-source.json"", ""evidence/workbench/packaged-preflight.json"", ""evidence/workbench/browser-verification.json""]",tsk_cb1a4edc3b67d449ab06ef5173ebdb83
RC-W17-T03,Freeze residual and convergence requirements,Researchers can freeze residual and convergence requirements.,numerical generality,17,long-term,"[""RC-W17-T01""]","Residual definitions, stopping criteria, conditioning and tolerances follow declared numerical analysis rather than observed winner tuning.","[""RC-015""]","[""OWNER-LAUNCH-2026-09-07""]",The 0.1 fixture is partial lineage only; genuine cross-domain portability and numerical applicability require this wider evidence.,PLANNED,[],tsk_0f0e667291be3a76806dfa1d2ee46605
